D_INTERVIEW,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41
528070001,5.0,4.0,5.0,4.0,5.0,4.0,3.0,1.0,2.0
528070002,5.0,3.0,5.0,1.0,5.0,5.0,3.0,4.0,4.0
528070003,5.0,4.0,2.0,2.0,5.0,5.0,3.0,2.0,2.0
528070004,4.0,3.0,5.0,1.0,5.0,4.0,5.0,4.0,3.0
528070005,5.0,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
528070006,5.0,5.0,5.0,1.0,5.0,5.0,1.0,1.0,4.0
528070007,5.0,5.0,5.0,2.0,5.0,3.0,2.0,2.0,3.0
528070008,5.0,1.0,5.0,1.0,5.0,3.0,1.0,1.0,1.0
528070009,5.0,4.0,5.0,1.0,5.0,5.0,3.0,2.0,3.0
528070010,-1.0,3.0,5.0,2.0,-2.0,5.0,-2.0,2.0,3.0
528070011,5.0,2.0,5.0,1.0,5.0,5.0,5.0,2.0,2.0
528070012,5.0,2.0,4.0,2.0,5.0,4.0,2.0,2.0,4.0
528070013,5.0,5.0,4.0,2.0,5.0,4.0,3.0,3.0,4.0
528070014,5.0,5.0,5.0,1.0,5.0,3.0,-1.0,3.0,4.0
528070015,5.0,5.0,5.0,1.0,5.0,2.0,2.0,1.0,1.0
528070016,5.0,2.0,4.0,1.0,5.0,5.0,3.0,3.0,4.0
528070017,5.0,1.0,5.0,2.0,4.0,2.0,1.0,1.0,3.0
528070018,5.0,1.0,5.0,1.0,5.0,5.0,3.0,2.0,3.0
528070019,5.0,5.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0
528070020,2.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0
528070021,5.0,4.0,5.0,3.0,4.0,4.0,2.0,2.0,4.0
528070022,4.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0
528070023,5.0,2.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0
528070024,3.0,4.0,4.0,-1.0,4.0,4.0,3.0,3.0,3.0
528070025,5.0,2.0,2.0,1.0,5.0,1.0,1.0,2.0,2.0
528070026,2.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,2.0
528070027,5.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,2.0
528070028,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0
528070029,5.0,5.0,4.0,1.0,5.0,5.0,4.0,4.0,3.0
528070030,5.0,3.0,4.0,-1.0,5.0,4.0,-1.0,2.0,3.0
528070031,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0
528070032,-1.0,-1.0,-1.0,2.0,4.0,2.0,2.0,-1.0,5.0
528070033,4.0,-1.0,-1.0,2.0,4.0,-5.0,4.0,3.0,4.0
528070034,5.0,4.0,5.0,3.0,5.0,3.0,3.0,2.0,3.0
528070035,5.0,2.0,5.0,1.0,5.0,5.0,3.0,3.0,5.0
528070036,4.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0
528070037,3.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0
528070038,4.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0
528070039,4.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0
528070040,3.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,1.0
528070041,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0
528070042,5.0,4.0,5.0,1.0,5.0,4.0,2.0,2.0,2.0
528070043,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
528070044,1.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0
528070045,5.0,5.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0
528070046,5.0,3.0,5.0,1.0,5.0,5.0,-1.0,-1.0,-1.0
528070047,2.0,1.0,4.0,5.0,4.0,3.0,1.0,1.0,2.0
528070048,5.0,5.0,5.0,1.0,5.0,5.0,3.0,3.0,5.0
528070049,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0
528070050,4.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0
528070051,5.0,5.0,4.0,2.0,5.0,4.0,5.0,2.0,4.0
528070052,4.0,1.0,4.0,1.0,5.0,2.0,2.0,4.0,4.0
528070053,5.0,3.0,3.0,1.0,5.0,5.0,3.0,3.0,5.0
528070054,5.0,5.0,5.0,2.0,5.0,-1.0,2.0,2.0,-1.0
528070055,5.0,5.0,5.0,1.0,5.0,2.0,2.0,2.0,4.0
528070056,4.0,3.0,5.0,2.0,4.0,3.0,4.0,3.0,5.0
528070057,5.0,3.0,4.0,2.0,5.0,4.0,3.0,2.0,2.0
528070058,5.0,5.0,5.0,1.0,5.0,4.0,4.0,2.0,4.0
528070059,5.0,4.0,5.0,3.0,4.0,4.0,1.0,1.0,3.0
528070060,5.0,3.0,5.0,1.0,5.0,5.0,4.0,5.0,4.0
528070061,3.0,2.0,4.0,1.0,5.0,4.0,3.0,2.0,5.0
