D_INTERVIEW,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q81
51070001,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,1.0
51070002,-1.0,1.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,-1.0,4.0,3.0,-1.0,-1.0
51070003,1.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,-1.0,1.0,4.0,3.0
51070004,1.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0
51070005,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,3.0,3.0
51070006,1.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,-1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0
51070007,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0
51070008,3.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0
51070009,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,2.0,2.0,2.0,-1.0,-1.0,-1.0
51070010,2.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,2.0,2.0,3.0,-1.0,3.0,3.0,2.0,2.0
51070011,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0
51070012,3.0,1.0,3.0,4.0,3.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,2.0,1.0
51070013,2.0,3.0,3.0,3.0,3.0,3.0,2.0,-1.0,-1.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0
51070014,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,-1.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0
51070015,1.0,1.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0
51070016,1.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,-1.0,3.0,3.0,4.0,2.0,2.0,-1.0,-1.0,4.0
51070017,1.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,3.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0
