D_INTERVIEW,Q224,Q225,Q226,Q227,Q228,Q229,Q230,Q231,Q232,Q233
300070001,1,4,2,4,3,2,-1,4,-1,1
300070002,4,4,1,4,4,2,3,4,2,1
300070003,2,4,2,4,3,-1,3,4,-1,1
300070004,2,1,1,4,4,1,4,4,1,1
300070005,1,4,1,4,4,1,1,4,1,1
300070006,4,4,1,4,4,3,-1,4,2,1
300070007,3,4,1,-1,4,4,-1,4,-1,2
300070008,1,4,2,4,3,2,2,4,2,2
300070009,1,4,2,4,2,1,4,4,1,1
300070010,-1,4,4,4,4,-1,1,4,1,1
300070011,1,4,2,4,2,1,4,4,1,1
300070012,1,4,2,-1,2,1,-1,4,1,1
300070013,1,-1,2,-1,2,1,-1,-1,2,1
300070014,-1,-1,2,-1,2,1,-1,-1,1,1
300070015,1,4,2,4,2,1,4,4,1,1
300070016,1,4,2,4,2,1,4,4,1,1
300070017,1,4,2,4,2,1,4,4,1,1
300070018,1,4,2,4,2,1,4,4,1,1
300070019,-1,2,1,3,2,1,4,4,1,1
300070020,1,4,2,4,2,1,4,4,1,1
300070021,3,4,3,2,2,2,1,4,2,1
300070022,-1,4,4,-1,4,-1,-1,-1,4,1
300070023,-1,4,2,3,4,4,2,4,2,2
300070024,4,4,1,4,2,2,4,4,2,2
300070025,2,3,1,1,4,4,1,2,3,2
300070026,1,4,1,2,4,2,1,4,2,1
300070027,1,4,3,-1,4,2,2,-1,1,1
300070028,4,-1,3,2,4,4,2,4,3,2
300070029,3,4,2,4,4,2,4,4,2,2
300070030,3,-1,2,-1,4,4,-1,4,4,3
300070031,2,4,3,3,3,2,4,4,1,1
300070032,1,4,3,-1,4,-1,4,4,1,2
300070033,1,4,3,4,3,3,3,4,1,1
300070034,3,3,3,4,3,1,3,4,1,2
300070035,1,3,3,4,2,3,4,4,4,1
300070036,1,4,3,4,3,3,3,4,2,2
300070037,3,2,2,4,3,3,2,4,2,3
300070038,1,4,3,3,2,2,3,4,1,1
300070039,1,3,4,4,3,3,3,4,1,1
300070040,1,4,4,4,3,3,3,4,1,1
300070041,1,1,1,2,4,2,3,4,4,2
300070042,3,4,1,-1,4,4,-1,4,2,2
300070043,2,4,4,2,2,2,2,2,2,2
300070044,3,3,4,2,4,2,2,4,2,2
300070045,4,3,1,1,4,4,1,2,4,1
300070046,1,3,2,2,3,2,2,3,2,3
300070047,-1,2,2,-1,2,-1,-1,4,2,-1
300070048,3,3,2,2,4,4,2,3,2,4
300070049,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
300070050,2,3,3,4,3,4,-1,4,3,4
300070051,1,4,2,4,3,2,4,4,1,1
300070052,4,2,1,1,4,4,3,2,2,1
300070053,-1,-1,2,2,4,-1,-1,4,1,1
300070054,-1,-1,-1,4,3,1,4,4,1,1
300070055,1,4,2,4,2,1,4,4,1,1
300070056,-1,-1,2,-1,-1,-1,-1,4,2,1
300070057,-1,-1,2,-1,2,-1,-1,4,1,1
300070058,-1,-1,2,-1,3,-1,2,-1,-1,1
300070059,-1,-1,2,-1,-1,-1,-1,4,1,1
