D_INTERVIEW,Q241,Q242,Q243,Q244,Q245,Q246,Q247,Q248,Q249
528070001,-5,-5,-5,-5,-5,-5,-5,-5,-5
528070002,1,1,10,1,1,1,1,1,10
528070003,8,2,8,8,2,10,7,1,10
528070004,5,1,10,6,1,10,7,3,10
528070005,-1,-1,-1,-1,-1,-2,-1,-1,-1
528070006,3,1,9,9,5,10,6,2,10
528070007,9,1,10,9,1,10,8,2,10
528070008,-2,-2,-2,-1,-1,-1,-1,-1,-2
528070009,5,1,10,8,1,10,1,1,10
528070010,7,6,6,6,4,7,6,6,7
528070011,10,1,10,10,1,10,10,1,10
528070012,3,1,9,3,2,10,2,5,10
528070013,7,3,7,7,7,10,6,8,10
528070014,8,-1,10,8,1,10,1,1,10
528070015,2,1,10,9,1,10,2,1,10
528070016,10,1,10,8,1,8,3,7,10
528070017,1,1,10,5,1,5,3,6,10
528070018,4,9,9,9,8,10,8,1,9
528070019,6,1,10,10,6,10,4,1,10
528070020,-1,-1,6,8,-1,10,7,5,10
528070021,5,5,5,5,5,5,5,5,5
528070022,7,2,8,8,2,8,5,5,9
528070023,9,1,10,10,-1,10,10,1,10
528070024,1,1,10,10,1,10,1,1,10
528070025,8,1,9,7,5,10,6,10,10
528070026,6,2,5,7,1,8,2,2,8
528070027,5,1,10,1,1,10,1,1,10
528070028,5,-1,5,5,1,7,7,1,7
528070029,7,1,10,7,1,10,7,5,10
528070030,7,3,10,10,1,10,5,5,10
528070031,7,1,8,8,8,8,2,2,8
528070032,-1,-1,-1,-1,-1,-1,-1,-1,-1
528070033,-1,1,10,10,1,-1,-1,1,10
528070034,-5,-5,-5,-5,-5,-5,-5,-5,-5
528070035,6,1,8,9,6,7,1,1,10
528070036,7,1,10,8,1,8,7,1,10
528070037,6,5,10,10,5,9,8,8,10
528070038,10,1,10,8,7,10,7,2,10
528070039,6,1,10,8,1,9,1,3,10
528070040,-1,-1,7,7,7,7,-1,1,10
528070041,5,3,8,8,3,8,5,6,8
528070042,9,1,10,6,1,10,4,4,10
528070043,-1,-1,-1,-1,-1,-1,-1,-1,-1
528070044,10,1,10,6,1,10,6,6,6
528070045,-5,-5,-5,-5,-5,-5,-5,-5,-5
528070046,-1,-1,-1,-1,-1,-1,-2,-1,-1
528070047,3,2,10,10,2,10,2,8,10
528070048,-1,-1,7,5,1,6,2,2,10
528070049,-5,-5,-5,-5,-5,-5,-5,-5,-5
528070050,7,4,7,7,5,7,6,6,8
528070051,7,1,8,7,1,9,3,5,9
528070052,5,1,10,10,1,10,1,1,10
528070053,6,2,10,8,2,10,8,7,10
528070054,-1,-1,-1,-1,-1,-1,-1,-1,-1
528070055,10,1,10,10,1,10,6,6,10
528070056,7,1,10,7,1,9,7,2,10
528070057,3,1,10,5,1,10,1,8,10
528070058,6,-1,10,6,-1,10,6,5,10
528070059,5,1,10,5,4,10,8,10,10
