D_INTERVIEW,Q241,Q242,Q243,Q244,Q245,Q246,Q247,Q248,Q249
604070001,3,3,3,5,1,3,5,3,1
604070002,5,4,8,4,5,4,5,-5,8
604070003,8,1,10,1,10,10,1,10,10
604070004,5,1,10,1,1,10,5,10,10
604070005,4,3,10,3,1,10,3,10,10
604070006,6,6,10,10,4,10,4,8,8
604070007,8,7,10,9,9,9,8,7,10
604070008,5,4,6,7,8,8,8,9,6
604070009,2,1,10,1,10,10,3,10,10
604070010,8,8,10,10,10,8,8,9,10
604070011,7,-1,8,8,5,-1,7,7,9
604070012,-1,-1,9,8,3,6,7,7,9
604070013,-1,6,8,7,-1,5,6,-1,8
604070014,4,5,10,7,3,5,7,7,9
604070015,6,5,8,8,3,7,7,8,5
604070016,6,2,5,8,4,8,7,7,8
604070017,5,3,9,8,1,7,7,7,9
604070018,5,3,9,7,1,8,7,8,9
604070019,5,5,9,8,2,7,7,7,8
604070020,6,3,10,6,2,7,7,7,9
604070021,3,3,7,3,2,3,4,7,9
604070022,7,6,8,8,3,8,8,8,10
604070023,8,7,7,9,4,8,9,9,10
604070024,4,3,8,2,3,4,5,8,10
604070025,2,2,6,2,3,2,3,8,8
604070026,3,1,10,4,2,10,5,9,10
604070027,6,2,9,6,4,9,5,9,10
604070028,6,1,10,6,3,8,6,8,10
604070029,8,2,10,6,2,9,7,8,10
604070030,7,3,10,5,1,10,6,9,10
604070031,6,3,10,6,1,10,6,10,10
604070032,5,3,10,5,1,10,6,10,10
604070033,6,2,10,6,2,9,6,9,10
604070034,7,4,10,8,2,10,6,10,8
604070035,3,2,10,3,2,10,5,8,10
604070036,8,4,2,3,2,3,6,2,9
604070037,5,7,8,4,5,3,1,6,9
604070038,6,5,9,7,2,9,8,9,9
604070039,6,4,9,6,2,9,8,8,9
604070040,6,4,6,3,5,5,2,7,8
604070041,7,4,8,6,2,6,8,9,9
604070042,8,5,9,2,2,10,9,9,9
604070043,9,6,8,3,3,7,7,4,8
604070044,9,8,9,7,3,6,8,8,8
604070045,8,4,7,5,2,8,7,8,9
604070046,8,5,8,8,8,5,8,8,9
604070047,6,4,8,5,1,9,8,9,9
604070048,8,7,10,1,8,8,8,6,9
604070049,8,5,9,8,1,9,5,8,8
604070050,5,6,10,8,2,7,6,9,9
604070051,8,8,6,7,9,3,5,1,10
604070052,8,3,8,3,7,6,3,8,9
604070053,3,5,8,3,3,3,6,8,8
604070054,3,3,3,3,7,5,5,2,4
604070055,8,8,8,3,8,8,8,8,8
604070056,5,5,3,3,3,3,5,2,1
604070057,7,2,7,2,5,-1,2,2,9
604070058,1,9,9,6,2,2,1,1,10
604070059,8,8,3,3,7,8,3,6,8
604070060,8,8,8,8,9,8,8,8,10
604070061,8,6,4,6,7,7,7,7,6
604070062,2,4,8,7,5,2,6,6,8
604070063,1,8,9,1,10,7,9,8,9
604070064,6,4,8,7,6,5,7,9,8
604070065,2,8,9,10,3,2,10,8,9
604070066,7,7,8,6,5,7,8,6,9
604070067,7,8,8,8,2,8,9,7,8
604070068,8,5,7,8,7,7,9,6,8
604070069,8,8,9,8,3,6,8,8,8
604070070,8,9,8,6,7,8,8,8,9
604070071,8,2,8,8,2,5,7,7,3
604070072,7,1,8,7,7,5,5,5,9
604070073,5,2,7,6,5,2,5,8,6
604070074,8,6,8,2,5,7,5,5,7
604070075,6,4,7,8,6,5,6,6,5
604070076,6,8,3,6,7,3,6,5,6
604070077,2,5,1,7,4,8,4,7,5
604070078,3,1,3,1,3,5,1,2,4
604070079,7,5,8,4,6,6,7,4,7
604070080,9,7,9,5,7,-1,-1,-1,-1
604070081,9,2,10,9,9,10,10,10,10
604070082,9,2,10,2,7,7,2,6,10
604070083,10,7,9,9,2,9,3,6,10
604070084,8,4,9,3,3,3,3,4,9
604070085,9,7,10,7,4,7,9,4,10
604070086,3,6,10,5,1,8,3,6,10
604070087,4,1,10,4,1,7,2,5,9
604070088,2,2,10,8,1,5,4,9,9
604070089,5,5,5,1,1,1,1,5,10
604070090,5,7,10,-1,2,-1,5,8,9
604070091,5,7,10,3,1,4,4,9,9
604070092,3,7,8,-1,1,7,3,9,9
604070093,5,7,9,7,1,6,2,7,10
604070094,5,9,10,5,1,4,2,10,10
604070095,-1,7,9,5,2,8,3,9,10
604070096,10,10,10,10,10,10,10,10,10
604070097,10,10,10,8,8,10,10,8,10
604070098,1,1,10,10,10,10,1,1,10
604070099,1,10,10,10,-1,10,10,10,10
604070100,8,6,8,10,7,10,7,8,10
604070101,9,3,9,6,1,2,3,2,9
604070102,10,2,10,8,2,9,3,2,4
604070103,9,2,8,2,2,3,3,8,10
604070104,9,5,9,8,2,3,3,3,4
604070105,7,9,9,9,1,2,4,4,3
604070106,8,-1,7,8,5,9,9,7,8
604070107,-1,-1,8,9,8,9,8,5,7
604070108,5,4,7,3,5,7,7,4,6
604070109,9,8,4,5,7,6,8,7,7
604070110,-1,1,9,5,6,8,5,8,9
604070111,9,3,8,9,3,7,8,5,9
604070112,7,10,7,8,5,8,8,8,10
604070113,8,4,5,9,4,9,8,6,9
604070114,5,-1,9,9,7,5,8,5,6
604070115,3,5,5,8,5,6,5,8,8
604070116,10,1,10,10,1,10,1,1,5
604070117,10,4,10,10,5,10,10,10,10
604070118,10,10,10,10,5,10,5,10,10
604070119,10,6,10,10,6,10,10,10,10
604070120,10,10,10,10,1,10,10,1,10
604070121,8,8,10,8,9,7,8,9,6
604070122,8,6,8,9,4,6,8,6,8
604070123,7,7,8,8,3,5,7,8,7
604070124,7,4,8,8,9,7,6,6,7
604070125,8,8,9,3,3,7,8,8,9
604070126,1,1,10,1,1,10,1,10,10
604070127,1,1,10,1,1,10,1,10,10
604070128,5,1,10,1,1,10,5,10,10
604070129,1,1,10,1,1,10,1,10,10
604070130,5,1,10,1,1,10,5,10,10
604070131,1,1,10,1,1,10,5,10,10
604070132,1,3,10,1,1,10,5,10,10
604070133,5,10,10,4,2,10,10,10,10
604070134,1,10,10,8,1,10,5,10,10
604070135,1,1,10,1,1,10,1,10,10
604070136,8,5,8,8,3,8,7,7,7
604070137,5,5,8,3,5,5,8,5,8
604070138,4,4,9,5,9,5,5,9,5
604070139,1,9,9,8,1,8,5,8,10
604070140,5,5,5,5,9,8,5,5,5
604070141,7,4,9,4,6,4,8,5,7
604070142,6,3,8,4,7,3,6,5,7
604070143,5,3,7,4,7,4,6,4,7
604070144,5,1,5,5,7,4,8,5,8
604070145,10,10,5,5,10,10,5,5,10
604070146,7,6,6,8,2,8,9,7,7
604070147,7,7,10,7,3,3,5,7,6
604070148,8,8,7,6,-1,8,9,5,6
604070149,7,9,7,8,8,5,6,7,7
604070150,8,9,9,7,3,6,7,7,8
604070151,1,2,10,10,1,10,4,7,10
604070152,10,2,9,10,2,9,5,7,9
604070153,1,5,8,8,2,8,5,7,10
604070154,10,3,8,9,7,7,3,7,9
604070155,1,1,7,10,7,7,8,6,10
604070156,1,1,10,1,1,10,2,7,10
604070157,2,1,9,8,2,9,4,7,9
604070158,5,3,10,8,2,10,2,7,10
604070159,5,2,8,9,2,9,4,7,10
604070160,2,2,7,9,5,8,4,7,9
604070161,3,3,5,1,1,5,3,1,5
604070162,9,2,8,2,2,5,8,8,8
604070163,5,3,10,4,8,8,9,8,7
604070164,6,5,10,5,1,10,8,5,10
604070165,8,3,10,4,4,5,10,6,10
604070166,8,1,10,7,1,10,7,2,10
604070167,3,4,10,5,1,2,7,5,10
604070168,6,5,9,6,3,9,6,8,8
604070169,5,2,9,9,1,5,1,8,9
604070170,5,5,10,7,4,4,2,5,8
604070171,4,6,7,7,8,7,3,3,9
604070172,6,1,2,1,9,3,6,7,10
604070173,3,1,5,1,2,6,2,5,8
604070174,4,2,7,3,1,1,5,5,10
604070175,4,6,2,7,10,9,1,8,10
604070176,9,6,9,8,6,10,9,9,10
604070177,5,7,8,2,1,9,8,9,9
604070178,6,9,9,9,4,8,8,8,8
604070179,6,6,8,7,2,8,8,9,9
604070180,5,7,9,5,2,7,8,8,8
604070181,9,10,10,10,8,7,8,9,10
604070182,8,10,9,8,8,10,10,10,9
604070183,8,10,7,8,8,8,9,8,10
604070184,9,8,7,10,7,8,8,6,8
604070185,8,10,7,7,9,8,8,8,8
604070186,3,1,8,5,3,7,6,5,7
604070187,4,2,9,4,7,6,5,6,8
604070188,3,1,10,9,10,8,9,9,10
604070189,6,3,9,5,7,7,5,6,9
604070190,4,2,9,5,7,8,5,6,9
604070191,5,1,9,9,9,9,9,9,9
604070192,3,3,10,5,5,10,10,5,10
604070193,7,1,10,5,10,10,10,8,10
604070194,5,1,10,10,5,10,5,7,10
604070195,7,1,9,9,9,9,1,8,10
604070196,7,2,10,5,2,10,5,7,10
604070197,6,2,8,8,2,8,5,7,10
604070198,1,3,8,8,2,8,3,8,9
604070199,2,2,8,9,2,7,3,7,10
604070200,9,2,8,9,2,8,5,8,8
604070201,9,5,8,1,1,1,9,7,9
604070202,8,5,8,5,1,5,8,5,8
604070203,9,9,10,10,10,10,10,10,10
604070204,10,10,10,10,10,10,10,10,10
604070205,1,1,2,2,5,5,5,5,5
604070206,9,10,9,9,10,10,10,9,9
604070207,7,10,9,8,8,9,9,9,9
604070208,9,10,8,9,9,9,8,10,10
604070209,9,8,9,8,10,8,9,8,9
