D_INTERVIEW,Q224,Q225,Q226,Q227,Q228,Q229,Q230,Q231,Q232,Q233
276070001,2,3,3,3,2,2,3,4,2,2
276070002,1,3,2,3,1,2,4,4,2,1
276070003,1,4,3,4,2,1,4,4,1,1
276070004,1,4,3,3,2,1,4,4,1,1
276070005,1,4,2,2,2,1,3,4,1,1
276070006,1,4,4,4,2,1,4,4,1,1
276070007,2,-1,4,4,2,2,2,4,1,1
276070008,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
276070009,2,2,2,-1,2,2,4,4,1,1
276070010,2,-1,2,2,3,2,2,4,2,3
276070011,1,-1,4,-1,2,1,4,4,2,2
276070012,1,4,4,4,1,1,4,4,1,1
276070013,2,4,2,2,4,2,4,4,1,1
276070014,1,4,2,4,2,1,4,4,1,1
276070015,1,4,3,4,-1,1,4,4,1,1
276070016,2,4,3,4,2,2,4,4,1,1
276070017,1,4,3,4,2,1,4,4,1,1
276070018,1,4,4,4,2,1,4,4,1,2
276070019,1,4,3,4,1,1,4,4,1,2
276070020,1,4,3,4,2,1,4,4,2,2
276070021,2,4,3,4,2,1,4,4,1,-1
276070022,1,4,4,4,3,1,4,4,1,1
276070023,1,4,3,4,4,1,4,4,1,1
276070024,1,4,4,4,3,1,4,4,1,1
276070025,1,4,2,4,2,1,4,4,1,2
276070026,1,4,2,3,1,1,3,4,1,1
276070027,1,4,4,4,2,1,4,4,1,1
276070028,2,4,-1,3,2,2,4,4,1,1
276070029,1,4,4,4,2,1,4,4,1,1
276070030,3,2,1,3,4,3,1,4,2,1
276070031,1,4,2,4,2,1,4,4,1,1
276070032,1,4,4,4,2,1,4,4,1,1
276070033,1,4,3,4,2,1,4,4,1,1
276070034,1,4,2,4,2,1,4,4,1,1
276070035,2,4,3,4,2,1,3,4,4,2
276070036,1,4,2,3,4,1,2,4,1,1
276070037,1,4,3,4,2,1,4,4,1,1
276070038,1,4,3,4,2,1,4,4,1,2
276070039,1,4,2,4,2,1,4,4,1,1
276070040,-1,-1,-1,-1,2,-1,-1,-1,2,2
276070041,1,3,2,2,2,2,2,4,1,3
276070042,2,3,1,3,4,2,4,4,2,1
276070043,1,4,4,4,2,1,4,4,1,1
276070044,2,1,1,2,4,-1,2,4,1,2
276070045,2,-1,1,3,-1,-1,-1,1,1,2
276070046,2,3,3,3,3,1,2,4,1,1
276070047,1,4,2,4,2,1,4,4,1,1
276070048,1,4,3,4,3,1,4,4,1,1
276070049,1,4,2,3,3,2,3,4,1,2
276070050,1,4,2,4,1,1,4,4,1,1
276070051,1,4,2,4,2,1,4,4,1,1
276070052,1,4,4,-1,1,1,4,4,1,1
276070053,1,-1,1,-1,2,-1,4,4,3,3
276070054,1,4,4,-1,1,1,-1,4,1,1
276070055,2,4,4,-1,1,2,4,4,1,1
276070056,3,4,1,3,1,2,-1,4,1,1
276070057,2,-1,1,-1,4,1,4,4,4,3
276070058,1,3,2,4,2,2,3,4,2,2
276070059,1,4,3,4,2,1,4,4,1,1
276070060,-1,2,1,1,4,1,-1,4,4,1
276070061,2,3,2,3,4,2,1,4,4,2
276070062,2,3,2,3,3,2,3,4,2,2
276070063,1,4,2,4,2,1,4,4,2,3
276070064,1,4,2,4,2,1,4,4,1,2
276070065,1,3,1,-1,3,1,3,4,1,2
276070066,2,-1,1,4,2,-1,-1,4,1,1
276070067,2,3,2,2,3,2,1,1,2,3
276070068,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
276070069,1,3,3,3,1,2,3,4,4,2
276070070,1,4,2,4,2,1,4,4,1,1
276070071,1,4,2,4,4,1,4,4,4,2
276070072,1,4,2,3,2,1,4,4,3,2
276070073,2,4,3,4,2,1,4,4,1,1
276070074,1,4,4,4,1,1,4,4,1,2
276070075,1,4,4,4,1,1,4,4,1,1
276070076,2,2,2,2,1,2,3,3,1,2
276070077,1,4,4,4,2,1,4,4,1,1
