D_INTERVIEW,Q64,Q65,Q66,Q67,Q68,Q69,Q70,Q71,Q72,Q73,Q74,Q75,Q76,Q77,Q78,Q79,Q80,Q81
392070330,4,2,3,3,2,2,2,4,3,4,3,4,4,4,2,3,2,3
392070331,3,3,2,1,2,2,3,4,4,4,4,2,3,1,2,2,-1,2
392070332,3,2,3,4,2,2,1,2,3,3,2,2,1,2,2,2,2,2
392070333,4,3,3,3,3,3,2,3,3,3,3,2,3,3,2,2,2,3
392070334,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,-1,2,-1
392070335,4,3,2,1,1,4,3,3,3,3,3,4,4,3,2,2,2,2
392070336,4,2,2,2,3,2,3,3,3,3,-1,-1,-1,-1,2,-1,-1,-1
392070337,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
392070338,2,2,3,3,-1,-1,-1,3,3,3,3,-1,3,-1,-1,3,3,-1
392070339,4,2,3,4,4,2,2,3,3,3,3,2,3,2,2,2,2,4
392070340,-1,2,3,3,-1,2,2,2,-1,2,2,2,-1,2,2,-1,-1,-1
392070341,4,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3
392070342,3,3,3,2,3,1,2,3,4,4,3,2,3,4,4,4,3,3
392070343,4,2,2,2,4,2,2,2,2,2,2,2,2,4,3,4,4,4
392070344,4,2,2,2,3,3,-1,4,4,4,3,-1,-1,-1,-1,-1,-1,-1
392070345,3,2,2,2,2,2,2,2,3,3,3,2,3,3,3,3,3,3
392070346,4,-1,2,2,-1,-1,2,4,4,4,-1,2,2,2,2,-1,-1,-1
392070347,3,3,3,3,4,2,2,3,3,3,2,2,3,3,2,2,2,2
392070348,4,1,2,2,4,2,2,1,1,2,2,2,1,1,1,3,4,4
392070349,3,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,3
392070350,4,4,2,2,4,4,2,4,4,4,4,4,3,3,3,4,4,4
392070351,3,3,2,2,3,1,1,2,3,3,2,2,1,1,1,2,2,2
392070352,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
392070353,-1,-1,2,2,-1,2,2,3,3,3,2,-1,3,-1,-1,-1,-1,-1
392070354,4,2,3,3,3,2,2,3,3,3,3,2,3,3,3,3,3,3
392070355,3,2,2,2,-1,2,2,3,3,3,2,2,-2,3,2,2,2,2
392070356,4,1,2,1,1,1,1,3,-1,3,-1,-1,3,-1,3,2,2,-1
392070357,3,-1,2,3,-1,3,2,3,3,3,3,3,3,3,3,3,3,3
392070358,4,1,4,4,-1,2,4,2,-1,-1,4,3,3,3,-1,4,3,4
392070359,3,2,2,2,2,2,2,3,3,3,2,2,2,3,3,2,2,2
392070360,3,2,3,3,3,2,2,4,4,4,3,2,3,3,4,4,3,4
392070361,3,2,2,2,3,3,2,2,3,2,3,3,3,3,3,2,3,2
392070362,4,1,1,1,1,1,1,3,3,3,3,2,2,2,1,1,1,2
392070363,3,2,2,2,3,2,2,3,3,3,3,3,4,2,2,-1,-1,3
392070364,4,1,3,1,3,2,1,3,4,4,3,2,4,3,4,2,3,3
392070365,-1,-1,2,2,-1,2,2,-1,-1,-1,-1,-1,-1,-1,2,2,2,2
392070366,3,1,2,2,-1,2,2,2,3,2,2,2,3,3,2,3,2,2
392070367,4,2,2,2,2,2,3,4,4,4,4,2,4,3,3,2,3,3
392070368,4,3,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1
392070369,3,1,3,3,4,2,2,2,3,2,2,2,2,2,3,4,-1,-1
392070370,2,-1,2,2,-1,2,2,2,2,2,-1,-1,-1,2,2,3,-1,3
392070371,4,2,2,2,3,3,3,4,4,4,4,-1,4,-1,-1,4,-1,4
392070372,4,1,2,2,2,1,1,3,3,3,3,2,3,2,2,2,2,2
392070373,4,2,2,2,2,2,2,3,4,4,3,4,4,4,4,4,4,3
392070374,-1,2,-1,2,3,2,3,3,3,3,3,2,3,3,2,3,3,3
392070375,-1,2,2,3,-1,2,-1,-1,-1,-1,2,2,-1,-1,-1,2,2,2
392070376,4,3,3,3,3,2,3,4,4,4,4,4,4,3,-1,-1,-1,-1
392070377,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
392070378,3,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
392070379,4,3,3,3,2,2,2,3,3,3,3,3,2,2,2,3,4,4
392070380,4,1,3,3,1,3,2,3,3,3,3,2,3,2,2,3,2,2
392070381,2,3,1,2,3,4,2,3,4,2,3,1,2,2,2,2,3,4
392070382,3,1,2,2,2,1,1,3,3,3,2,2,2,3,2,2,2,3
392070383,2,2,2,3,3,2,2,2,2,2,2,2,2,3,2,2,2,2
392070384,4,2,2,2,3,1,1,3,3,3,3,2,3,3,2,2,3,3
392070385,1,1,2,1,-1,1,1,2,1,2,1,1,1,2,1,2,2,2
392070386,-1,2,2,2,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
392070387,4,2,1,2,4,3,2,2,2,2,2,3,3,3,3,4,3,4
392070388,4,1,2,2,2,1,1,2,-1,-1,-1,-1,-1,-1,2,2,2,3
392070389,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
392070390,1,2,3,3,3,1,1,2,2,2,2,1,1,3,1,1,1,1
392070391,3,2,2,2,-1,2,2,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1
392070392,3,1,2,2,-1,1,2,2,3,3,2,-1,3,3,2,2,2,2
392070393,3,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,2,3
392070394,4,2,1,1,2,1,1,3,3,3,3,2,3,2,2,2,2,2
392070395,4,1,1,1,2,1,2,2,3,3,2,2,3,3,2,3,3,4
392070396,3,1,2,3,2,1,2,3,4,3,3,2,2,2,2,3,3,3
392070397,3,2,2,2,2,2,2,3,3,3,2,2,2,3,3,2,2,2
392070398,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
392070399,4,2,2,2,2,2,2,3,3,3,2,3,3,3,3,3,3,3
392070400,3,2,3,3,3,2,2,3,3,3,3,3,4,3,2,2,2,2
392070401,3,2,1,1,2,2,2,3,3,3,2,2,3,3,3,1,2,1
392070402,4,3,3,3,2,2,2,3,3,3,3,3,3,3,2,3,2,-1
392070403,2,2,4,4,2,2,2,2,3,2,3,2,2,2,1,2,2,2
392070404,4,2,2,2,-1,2,2,2,2,2,2,2,2,2,2,2,2,2
392070405,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
392070406,3,2,3,3,3,2,2,2,3,3,2,3,3,3,4,4,4,4
392070407,3,2,2,2,2,2,2,2,-1,-1,-1,2,-1,2,2,2,-1,-1
392070408,3,1,2,2,-1,2,-1,3,-1,-1,-1,3,3,3,-1,-1,3,3
392070409,4,2,2,2,2,1,1,2,2,2,2,2,2,2,1,-1,-1,3
392070410,3,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2
392070411,4,2,3,2,3,2,2,2,2,2,2,2,2,3,3,3,3,3
392070412,4,2,2,2,-1,2,2,-1,-1,-1,2,-1,-1,2,2,-1,-1,3
392070413,3,3,2,2,2,2,2,3,3,3,3,2,3,2,2,2,3,3
392070414,4,-1,2,2,-1,2,-1,3,-1,-1,3,-1,-1,-1,2,3,-1,3
392070415,4,2,2,2,2,2,2,3,3,3,3,2,3,3,2,2,3,3
392070416,-1,2,2,2,-1,2,-1,-1,-1,-1,-1,2,3,-1,2,-1,-1,-1
392070417,4,2,2,2,-1,2,2,2,2,3,3,3,2,3,3,3,3,3
392070418,4,1,4,4,3,1,1,4,4,4,4,3,3,3,1,1,1,1
392070419,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2
392070420,4,4,3,3,2,2,2,4,4,4,3,2,2,3,2,2,-1,-1
392070421,3,2,2,2,-1,2,1,3,3,3,3,-1,3,3,2,-1,-1,-1
392070422,4,2,2,2,3,3,2,4,4,4,4,4,4,3,2,3,4,3
392070423,2,2,3,3,2,2,2,2,2,3,3,3,2,3,2,2,2,3
392070424,-1,2,2,2,3,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1
392070425,1,2,3,2,4,2,3,2,1,3,3,2,1,2,2,1,2,2
392070426,4,1,3,4,2,1,1,2,3,1,2,-1,3,3,3,4,3,4
392070427,3,1,2,2,2,2,2,3,3,3,2,2,3,3,3,3,3,3
392070428,3,2,2,2,2,2,2,3,3,3,3,2,2,3,2,2,2,3
392070429,3,1,2,2,2,1,1,2,3,2,2,2,2,2,1,3,3,3
392070430,3,2,3,3,2,2,2,3,3,2,2,2,4,3,3,2,2,2
392070431,3,2,2,2,2,2,1,3,3,3,3,2,3,2,2,2,2,2
392070432,3,2,2,2,2,2,2,3,3,3,2,-1,3,3,2,-1,-1,3
392070433,4,3,2,2,2,3,2,4,4,4,3,2,3,3,1,1,2,2
392070434,3,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,-1,-1
392070435,3,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2
392070436,3,2,2,2,2,1,1,3,3,3,2,2,2,2,2,1,2,1
392070437,4,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2
392070438,4,2,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3
392070439,4,2,1,2,2,2,2,3,3,3,3,2,2,1,1,2,2,2
392070440,3,2,4,4,3,3,2,2,2,2,2,2,2,2,2,3,3,3
392070441,-1,-1,3,3,-1,2,2,2,-1,2,2,2,3,-1,2,2,2,-1
392070442,4,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2
392070443,3,2,2,2,2,2,2,2,2,4,3,2,2,2,2,2,2,2
392070444,3,2,2,2,3,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1
392070445,3,2,2,2,-1,2,2,2,2,2,2,3,3,3,2,3,3,3
392070446,3,-1,2,2,2,3,3,3,3,3,3,2,2,2,3,1,1,1
392070447,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2
392070448,4,2,2,2,3,2,2,3,3,3,3,2,3,3,3,3,4,3
392070449,3,-1,3,3,3,4,3,4,4,4,4,3,3,3,3,3,3,3
392070450,3,1,2,2,2,1,1,2,2,2,2,2,3,3,2,2,2,2
392070451,4,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,3
392070452,2,2,2,2,-1,2,2,3,3,3,3,3,3,3,2,3,3,3
392070453,-1,1,2,2,2,1,1,2,2,1,2,2,1,2,1,2,2,2
392070454,4,2,2,2,3,2,2,3,3,3,3,2,2,2,2,2,2,2
392070455,4,2,2,2,-1,2,2,3,3,3,3,3,3,3,3,4,4,4
392070456,4,3,3,3,3,3,3,4,4,4,4,-1,4,3,3,-1,-1,-1
392070457,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3
392070458,4,2,3,3,3,2,2,3,3,3,3,2,3,3,2,3,3,3
392070459,-1,2,2,2,-1,2,2,3,3,3,2,3,3,3,2,2,1,3
392070460,-1,-1,1,1,-1,1,-1,-1,-1,-1,-1,2,-1,-1,2,-1,-1,-1
392070461,4,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,4
392070462,3,2,3,3,3,3,3,3,-1,3,4,-1,-1,-1,-1,-1,-1,-1
392070463,4,1,1,1,1,1,3,3,3,3,3,2,-1,2,2,2,2,2
392070464,1,2,3,3,3,4,2,3,3,3,3,3,2,3,3,3,3,3
392070465,3,1,2,2,-1,2,1,2,2,2,2,2,2,2,2,2,2,2
392070466,4,2,1,1,2,2,2,2,3,3,2,-1,3,2,2,1,1,2
392070467,4,2,2,2,3,2,2,3,3,3,3,2,3,2,1,2,3,3
392070468,3,2,2,2,-1,2,2,3,3,3,3,3,3,2,2,2,3,3
392070469,4,1,3,3,-1,2,2,2,2,2,2,2,1,3,2,4,-1,4
392070470,3,2,3,3,3,2,2,3,3,3,3,3,3,3,3,4,4,3
392070471,3,2,2,2,2,2,2,2,3,2,2,2,3,3,3,2,2,2
392070472,3,1,2,2,3,1,2,2,2,3,2,3,3,3,3,3,3,4
392070473,3,2,2,2,2,3,2,3,3,3,3,2,3,2,2,2,2,2
392070474,3,2,2,2,3,2,2,3,3,3,3,2,3,2,2,2,2,-1
392070475,3,1,2,2,2,1,1,3,3,3,2,2,3,2,2,1,2,3
392070476,3,1,2,2,3,1,2,2,2,3,3,2,3,3,2,2,2,2
392070477,3,1,2,2,2,1,1,1,2,2,2,2,2,2,1,1,2,1
392070478,3,2,2,2,2,2,-1,4,3,4,2,2,3,2,2,-1,2,-1
392070479,3,2,2,2,3,2,1,2,3,2,2,2,2,3,2,3,4,4
392070480,3,1,1,1,2,2,2,3,3,3,3,1,2,3,4,2,2,2
392070481,3,1,2,3,2,1,1,2,2,2,2,1,1,3,2,2,-1,2
392070482,4,-1,2,2,3,2,2,2,-1,-1,-1,-1,-1,-1,3,-1,-1,-1
392070483,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
392070484,4,3,3,3,4,2,2,3,3,3,3,3,3,2,2,4,4,4
392070485,3,2,2,2,-1,2,1,1,2,1,1,1,1,2,2,-1,-1,-1
392070486,3,1,2,2,2,1,1,2,3,2,2,2,2,2,2,2,2,2
392070487,3,1,2,2,3,1,1,2,1,2,2,2,2,2,2,2,3,2
392070488,4,1,2,2,3,1,1,2,2,2,2,2,3,2,2,2,3,3
392070489,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,3
392070490,-1,3,3,3,3,2,2,3,4,4,4,3,4,2,2,4,2,2
392070491,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1
392070492,4,3,3,3,3,3,3,4,4,4,3,-1,4,3,3,4,4,4
392070493,4,-1,2,2,3,3,3,4,4,4,4,2,4,2,2,3,3,3
392070494,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2
392070495,4,2,2,3,3,2,2,4,4,4,3,2,3,3,3,2,3,2
392070496,4,2,2,2,2,2,2,3,4,4,2,2,4,2,2,2,3,3
392070497,4,-1,2,2,-1,1,3,3,3,3,3,3,3,3,1,3,3,3
392070498,3,2,3,3,3,2,2,4,3,3,3,2,2,-1,2,-1,-1,-1
392070499,2,2,3,3,3,2,2,2,2,3,2,2,2,3,3,-1,-1,-1
392070500,4,1,4,4,4,1,2,2,4,2,1,1,2,2,2,4,3,3
392070501,3,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,3
392070502,-1,-1,-1,-1,2,2,2,3,3,3,3,2,2,3,3,2,-1,-1
392070503,3,2,2,2,3,2,2,3,3,3,4,2,3,3,2,2,3,3
392070504,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
392070505,3,2,2,2,2,3,2,3,3,3,-1,-1,-1,2,-1,2,2,-1
392070506,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
392070507,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
392070508,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
392070509,3,2,2,2,3,2,2,2,3,3,3,2,2,2,2,3,3,3
392070510,4,1,4,4,4,3,3,2,2,3,3,2,1,2,2,2,3,4
392070511,2,1,2,2,3,2,1,2,2,2,2,2,2,3,2,2,2,2
392070512,3,2,3,3,-1,3,2,3,3,3,2,2,3,3,3,3,2,-1
392070513,4,1,1,2,-1,2,1,1,-1,1,2,-1,2,-1,2,3,3,3
392070514,-1,2,2,2,2,2,2,-1,-1,-1,2,-1,3,2,2,2,-1,-1
392070515,3,3,3,2,2,2,2,2,3,3,2,2,2,2,1,2,2,2
392070516,4,2,2,2,-1,2,2,3,3,3,3,2,3,3,2,3,3,3
392070517,3,1,3,3,3,2,2,2,3,3,3,2,3,3,2,3,2,2
392070518,3,2,2,1,2,3,3,3,3,3,3,3,3,3,3,-1,-1,-1
392070519,4,2,3,3,3,2,2,3,3,3,3,3,3,3,2,3,3,3
392070520,4,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3
392070521,3,1,2,1,3,1,2,3,3,3,3,2,3,3,3,2,2,3
392070522,4,2,3,3,3,4,3,4,4,4,4,2,4,2,4,4,4,4
392070523,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
392070524,4,2,2,2,-1,2,2,2,-1,-1,-1,2,-1,2,2,2,2,2
392070525,4,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2
392070526,4,3,2,2,2,2,2,3,3,3,3,2,3,2,2,2,2,3
392070527,4,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4
392070528,4,3,2,2,-1,-1,2,4,3,3,2,3,3,3,3,-1,-1,-1
392070529,4,2,2,2,-1,2,-1,3,3,3,3,2,2,2,3,2,2,4
392070530,3,2,2,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3
392070531,3,2,2,2,3,2,2,2,3,2,2,3,3,2,2,3,2,2
392070532,4,2,2,3,3,3,-1,3,3,3,4,3,3,3,3,4,4,4
392070533,4,2,1,1,3,2,2,3,3,3,2,2,3,2,2,2,2,2
392070534,4,2,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3
392070535,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
392070536,3,2,2,2,-1,1,1,2,3,-1,2,2,2,3,2,1,2,2
392070537,3,1,2,2,2,1,1,1,2,1,2,1,2,2,2,2,2,2
392070538,4,-1,3,3,3,2,2,3,3,3,3,3,3,3,2,4,4,4
392070539,4,2,2,2,2,2,1,2,3,3,3,4,3,2,2,-1,-1,4
392070540,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4
392070541,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
392070542,3,3,2,2,3,2,2,2,3,2,2,2,2,2,2,3,3,2
392070543,3,1,2,3,4,2,2,2,3,4,3,2,2,-1,2,2,3,3
392070544,4,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3
392070545,3,-1,-1,2,-1,2,-1,-1,-1,-1,-1,3,-1,2,3,3,-1,-1
392070546,4,1,3,2,-1,2,2,3,3,3,3,-1,2,3,2,-1,-1,-1
392070547,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
392070548,3,2,2,3,2,2,3,4,4,4,4,3,4,3,3,3,3,3
392070549,3,2,3,2,2,2,3,4,4,4,3,3,3,2,2,2,3,3
392070550,3,2,3,3,3,2,2,3,3,3,3,2,3,2,3,3,3,3
392070551,-1,3,2,3,-1,3,-1,3,4,4,3,-1,4,4,3,4,4,4
392070552,3,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2
392070553,4,2,2,2,2,2,2,3,3,3,2,2,2,2,2,3,2,2
392070554,-1,2,2,2,-1,2,2,2,3,2,2,2,2,2,3,2,-1,-1
392070555,2,2,2,2,2,2,2,3,3,3,3,2,3,2,2,2,2,2
392070556,3,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2
392070557,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3
392070558,4,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
392070559,-1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2
392070560,4,2,2,2,2,3,2,3,3,3,3,3,3,2,2,2,2,2
392070561,4,2,3,3,3,2,2,-1,-1,-1,3,3,4,3,3,3,3,3
392070562,4,2,2,2,2,1,1,3,3,3,2,2,2,2,2,2,4,4
392070563,3,2,3,3,3,3,2,3,3,3,3,3,3,3,2,2,3,2
392070564,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3
392070565,4,3,3,3,3,3,3,3,3,3,3,2,3,2,2,3,3,4
392070566,4,1,1,1,3,1,1,3,3,3,3,-1,4,-1,-1,-1,-1,-1
392070567,4,2,2,3,-1,3,2,3,3,3,3,2,2,2,2,3,4,2
392070568,3,2,2,2,3,1,1,2,2,2,2,2,2,2,1,1,2,2
392070569,1,1,3,3,3,2,2,3,3,-1,3,-1,3,4,3,3,3,2
392070570,3,1,4,4,3,2,2,3,4,4,3,3,3,2,2,4,4,2
392070571,3,2,3,3,3,4,4,3,3,3,4,3,3,4,4,4,4,4
392070572,3,1,2,2,2,2,2,2,3,3,2,2,1,2,2,1,1,1
392070573,4,2,2,2,2,1,1,2,2,3,2,2,2,2,2,2,3,3
392070574,-1,2,2,2,-1,2,2,-1,-1,-1,-1,-1,1,-1,2,-1,-1,-1
392070575,4,2,2,2,1,2,-1,4,3,-1,2,-1,2,2,2,-1,2,3
392070576,2,2,2,3,2,2,2,3,2,3,2,3,2,3,2,2,2,2
392070577,3,1,2,2,2,1,1,2,3,3,2,2,2,2,2,3,3,3
