D_INTERVIEW,Q224,Q225,Q226,Q227,Q228,Q229,Q230,Q231,Q232,Q233
604070001,1,4,2,3,2,2,2,3,2,2
604070002,2,3,2,3,3,3,3,4,3,3
604070003,4,3,2,2,3,4,2,4,3,2
604070004,4,3,2,2,4,4,1,3,3,2
604070005,3,3,2,2,3,3,2,3,3,2
604070006,3,1,3,3,3,3,1,3,3,3
604070007,4,1,2,2,2,3,2,2,3,3
604070008,4,3,4,2,1,4,4,4,1,3
604070009,3,4,2,2,3,-1,3,4,2,2
604070010,2,2,2,3,3,3,3,4,1,1
604070011,2,3,2,2,3,3,1,3,2,2
604070012,3,3,2,2,3,3,1,-1,2,2
604070013,3,3,2,2,-1,3,2,4,2,2
604070014,3,4,2,2,3,3,1,3,2,1
604070015,3,2,2,2,2,3,2,3,2,2
604070016,3,3,2,2,3,4,2,3,3,2
604070017,3,3,2,2,2,3,1,3,2,3
604070018,3,4,1,2,3,4,2,4,3,2
604070019,3,2,2,1,1,3,2,3,3,2
604070020,3,2,1,2,3,4,2,3,2,2
604070021,4,3,2,2,3,4,3,3,3,2
604070022,2,4,2,3,2,2,3,3,1,1
604070023,2,3,2,3,3,3,3,3,2,1
604070024,3,3,3,-1,3,4,3,3,2,1
604070025,3,3,2,1,2,3,4,3,3,3
604070026,3,2,1,2,3,4,2,3,2,3
604070027,3,2,1,2,3,4,2,3,3,3
604070028,3,2,1,2,3,3,2,3,3,3
604070029,3,2,1,2,4,4,2,3,3,3
604070030,3,2,1,2,3,4,2,3,3,2
604070031,3,2,2,3,3,3,2,3,2,2
604070032,3,2,2,2,3,4,2,3,3,2
604070033,3,2,2,2,3,3,2,3,3,3
604070034,3,3,2,3,3,4,2,3,3,3
604070035,2,3,2,3,2,2,3,3,2,2
604070036,3,3,4,3,2,3,2,4,2,2
604070037,2,3,3,3,2,3,3,3,3,2
604070038,1,3,1,2,3,3,2,4,1,1
604070039,3,3,2,2,3,3,2,3,2,2
604070040,3,4,3,2,2,2,3,3,2,2
604070041,2,3,3,3,2,2,4,4,1,2
604070042,4,4,3,4,2,3,3,4,2,3
604070043,3,4,4,4,2,3,4,4,2,3
604070044,2,3,2,3,2,3,3,3,3,3
604070045,3,3,3,4,2,3,3,4,2,2
604070046,4,2,2,3,2,4,2,4,2,3
604070047,3,3,3,4,2,3,3,4,2,2
604070048,3,4,3,3,2,4,2,4,3,3
604070049,3,2,2,4,2,3,4,4,2,2
