D_INTERVIEW,Q224,Q225,Q226,Q227,Q228,Q229,Q230,Q231,Q232,Q233
392070001,1,4,3,3,2,1,4,4,1,1
392070002,4,4,4,3,2,-1,4,4,4,4
392070003,1,3,3,-1,2,1,4,3,1,1
392070004,2,3,1,2,3,3,4,4,2,2
392070005,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
392070006,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
392070007,3,3,3,3,3,3,3,3,3,-1
392070008,1,-1,2,2,2,1,-1,4,2,1
392070009,2,2,2,3,3,2,2,3,3,2
392070010,1,2,3,2,2,1,2,3,1,1
392070011,2,-1,-1,-1,-1,2,3,4,1,1
392070012,1,2,2,2,2,1,3,3,1,1
392070013,3,3,3,3,2,3,3,3,3,2
392070014,2,2,1,1,2,2,1,3,2,2
392070015,1,4,3,3,2,1,-1,4,1,2
392070016,1,3,3,2,2,1,3,3,2,2
392070017,2,2,2,2,2,-1,2,3,1,2
392070018,1,3,4,3,2,1,3,3,1,1
392070019,3,3,2,2,2,2,3,3,2,1
392070020,1,3,3,3,2,-1,-1,3,1,2
392070021,1,-1,3,-1,1,1,-1,-1,1,1
392070022,1,4,4,4,1,1,4,4,1,1
392070023,2,3,2,2,2,2,3,3,2,2
392070024,2,-1,-1,-1,-1,2,-1,-1,-1,-1
392070025,1,-1,-1,-1,1,-1,-1,-1,-1,-1
392070026,3,4,4,3,1,2,3,4,2,2
392070027,2,3,3,3,4,2,-1,-1,2,2
392070028,2,1,1,1,3,2,1,1,2,3
392070029,1,3,3,3,1,1,3,3,1,2
392070030,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
392070031,1,3,1,2,3,1,1,3,1,1
392070032,2,2,2,3,2,2,3,3,2,2
392070033,1,-1,3,3,4,1,4,4,1,1
392070034,1,4,4,-1,-1,1,-1,-1,1,1
392070035,2,2,2,3,2,2,3,3,2,2
392070036,-1,3,3,3,2,3,3,4,2,1
392070037,1,4,3,-1,-1,1,-1,4,1,1
392070038,1,2,2,2,3,1,3,3,2,1
392070039,2,3,3,1,1,1,2,3,3,4
392070040,1,4,3,2,2,1,3,3,2,1
392070041,-2,2,3,3,2,-1,-1,4,1,-1
392070042,1,4,2,3,3,1,-1,3,1,2
392070043,-1,4,3,4,2,2,3,4,2,1
392070044,1,3,3,3,1,1,3,3,4,2
392070045,1,2,2,3,2,2,2,4,2,1
392070046,1,3,3,3,1,1,3,4,1,1
392070047,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
392070048,1,3,3,2,3,2,2,3,2,1
392070049,-1,-1,-1,-1,2,4,4,4,-1,-1
392070050,1,3,-1,3,-1,1,4,4,1,1
392070051,3,3,3,3,3,3,4,3,3,3
392070052,1,-1,2,2,2,2,-1,3,2,2
392070053,1,3,3,3,-1,1,3,3,1,2
392070054,1,-1,2,3,3,1,-1,-1,1,2
392070055,1,4,4,2,4,1,4,4,1,1
392070056,3,-1,3,-1,-1,3,-1,-1,3,3
392070057,1,3,-1,3,2,1,4,4,1,1
392070058,1,4,4,3,1,1,4,4,1,1
