D_INTERVIEW,Q177,Q178,Q179,Q180,Q181,Q182,Q183,Q184,Q185,Q186,Q187,Q188,Q189,Q190,Q191,Q192,Q193,Q194,Q195
392070072,-1,2,1,1,-1,10,1,-1,-1,9,1,-1,1,1,1,-1,6,1,-1
392070073,1,1,1,4,2,10,2,4,5,9,1,1,1,1,1,1,2,5,5
392070074,1,1,1,1,1,4,1,2,1,3,1,1,1,1,1,1,1,1,3
392070075,3,1,1,2,2,5,1,5,8,10,1,6,1,1,1,1,2,-1,8
392070076,1,1,1,2,2,4,2,2,5,5,5,7,2,1,2,1,2,2,7
392070077,1,1,1,1,1,5,1,5,5,5,3,8,1,1,1,1,1,1,5
392070078,1,1,1,1,1,5,1,5,5,5,1,4,1,1,1,1,4,1,10
392070079,5,1,1,1,1,10,5,5,10,10,7,10,1,1,1,1,5,5,5
392070080,6,1,1,1,2,5,2,5,5,10,3,8,2,1,2,2,4,9,10
392070081,1,1,1,1,1,5,1,5,5,1,1,5,1,1,1,2,2,1,1
392070082,1,1,1,1,1,8,1,5,5,5,1,1,1,1,1,1,1,1,1
392070083,-1,-1,1,1,1,10,1,-1,-1,-1,1,1,1,1,1,1,1,1,-1
392070084,1,1,1,1,1,8,1,2,2,1,1,1,1,1,1,1,1,1,10
392070085,1,1,1,1,2,4,2,2,5,8,2,2,1,1,1,1,1,2,10
392070086,2,1,1,1,1,5,1,5,5,5,1,9,1,1,1,1,1,1,5
392070087,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
392070088,-1,1,1,1,1,-1,1,-1,5,-1,1,-1,1,2,1,1,-1,-1,-1
392070089,1,1,1,3,2,10,5,5,10,10,4,10,1,3,1,1,1,1,10
392070090,1,1,1,1,1,10,1,3,6,8,1,9,1,1,1,1,1,1,2
392070091,1,1,1,1,1,1,1,4,5,7,1,10,1,1,1,1,1,1,10
392070092,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,10
392070093,2,2,2,2,2,5,2,5,5,5,5,5,2,2,2,2,2,2,6
392070094,1,1,1,1,1,1,1,3,5,5,3,3,1,1,3,1,2,2,5
392070095,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
392070096,1,1,1,1,1,5,2,2,2,2,1,1,1,1,1,1,1,1,10
392070097,2,3,2,4,-1,-1,4,5,5,-1,-1,5,2,2,2,3,3,2,-1
392070098,1,1,1,1,1,5,1,5,5,5,1,5,1,1,5,1,1,1,8
392070099,1,1,1,1,1,7,6,3,6,1,1,7,1,1,1,1,6,1,8
392070100,1,1,1,1,1,8,1,5,10,5,1,8,1,1,1,1,3,1,8
392070101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10
392070102,2,2,2,2,2,5,3,5,7,6,1,7,1,1,1,1,5,2,5
392070103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
392070104,1,1,1,1,1,10,1,1,10,10,1,7,1,1,1,1,5,1,10
392070105,1,1,1,1,1,10,1,5,5,8,3,8,1,1,1,1,2,1,9
392070106,1,1,1,1,1,10,1,1,10,10,2,9,1,1,1,1,5,1,5
392070107,-2,1,1,1,1,-1,1,1,-1,-1,-1,-1,1,1,1,1,1,1,2
392070108,5,1,1,1,1,5,5,5,5,5,1,1,1,1,1,1,1,1,5
392070109,2,2,1,2,2,4,2,2,2,5,2,5,3,2,2,1,2,2,5
392070110,3,1,1,1,1,8,1,1,10,8,1,3,1,1,1,1,8,1,10
392070111,1,1,1,1,1,-1,-1,7,-1,-1,-1,-1,7,1,1,1,-1,-1,-1
392070112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1
392070113,1,1,1,1,1,10,1,1,10,10,1,1,1,1,1,1,1,1,-1
392070114,1,1,1,1,1,10,1,5,10,10,1,5,1,1,1,1,5,1,8
392070115,1,1,1,1,1,7,5,1,5,8,1,6,1,1,1,1,1,1,1
392070116,1,1,1,1,6,10,1,6,6,8,6,8,1,1,1,1,3,3,10
392070117,1,1,1,1,1,10,1,6,8,9,3,10,1,1,1,1,1,1,8
392070118,1,1,1,1,1,6,1,6,10,6,6,8,1,2,1,1,-2,1,10
392070119,2,1,1,1,1,10,1,10,10,5,1,10,1,1,1,1,5,1,10
392070120,6,2,1,2,2,5,5,5,5,8,1,5,1,1,3,1,5,5,5
392070121,1,1,1,1,1,6,1,3,3,2,1,2,1,1,1,1,1,1,3
392070122,7,1,1,1,1,10,1,7,10,4,1,5,1,1,1,1,1,1,3
392070123,1,1,1,1,5,5,5,5,5,5,1,5,1,1,1,1,5,1,10
392070124,3,1,1,1,1,9,1,4,5,7,1,5,1,2,1,1,1,3,9
392070125,1,1,1,1,1,5,1,5,10,10,5,5,1,1,1,1,5,1,10
392070126,1,1,1,1,1,6,1,5,3,7,1,10,1,1,1,1,1,1,10
392070127,1,1,1,1,1,9,1,5,8,5,1,8,1,1,1,1,1,1,7
392070128,1,1,1,1,1,10,1,-1,-1,10,1,-1,1,1,1,1,-1,1,10
392070129,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
392070130,-1,5,1,4,4,10,7,5,8,4,9,10,1,3,3,1,3,2,6
392070131,1,1,1,1,2,10,1,5,10,8,4,10,1,1,2,1,2,-1,2
392070132,1,1,1,1,1,6,1,1,3,5,1,5,1,1,1,1,1,1,2
392070133,1,1,1,1,1,6,3,5,9,5,1,7,1,1,3,1,3,1,9
392070134,3,4,3,3,3,7,4,6,6,6,6,6,4,2,2,1,3,3,6
392070135,1,1,1,1,1,10,2,5,10,10,6,10,1,1,1,1,4,2,10
392070136,1,1,1,1,1,5,1,5,5,10,1,5,1,1,1,1,1,1,8
392070137,3,1,1,1,1,3,1,2,10,10,3,3,1,1,1,1,1,1,2
392070138,1,1,1,1,1,10,3,7,8,9,3,8,1,1,1,1,6,1,4
392070139,1,1,1,1,1,-1,1,-1,5,8,-1,-1,1,1,1,1,-1,1,-1
392070140,2,3,1,2,1,8,2,7,7,10,1,-1,1,1,1,1,1,1,8
392070141,1,1,1,1,1,-1,1,1,-1,6,-1,-1,1,1,1,1,1,1,5
392070142,1,1,1,1,1,5,1,1,5,5,5,5,1,1,1,1,1,1,10
392070143,1,1,1,1,1,10,5,3,9,9,3,10,1,1,1,1,2,2,9
392070144,2,1,1,2,2,10,1,10,10,10,2,8,1,1,1,1,7,1,-1
392070145,1,1,1,1,5,10,1,6,10,10,2,2,1,1,1,1,5,1,10
392070146,1,1,1,1,2,10,5,5,5,10,2,8,1,1,1,1,6,1,10
392070147,1,1,1,1,1,3,1,1,4,5,1,1,1,1,1,1,1,1,7
392070148,9,1,1,1,1,10,1,6,6,6,6,8,1,1,1,1,1,1,6
392070149,3,1,1,1,1,6,1,6,6,10,1,-1,1,1,1,1,1,1,5
392070150,9,9,1,1,1,9,1,9,9,8,9,9,3,3,3,2,7,3,8
392070151,1,1,1,1,3,5,1,5,5,5,1,5,1,1,1,1,1,1,5
392070152,1,1,1,1,1,10,1,3,10,10,5,5,1,1,1,1,5,1,8
392070153,1,1,1,1,1,10,1,10,10,10,1,10,1,1,1,1,1,1,10
392070154,3,3,1,2,1,4,1,3,6,8,2,8,1,1,1,1,1,2,7
392070155,1,1,1,1,1,1,1,1,-1,-1,1,5,1,1,1,1,1,1,5
392070156,2,2,1,1,1,6,2,3,6,7,2,5,1,1,1,1,1,1,3
392070157,3,1,1,1,1,10,1,5,10,10,2,8,1,1,1,1,2,1,5
392070158,2,1,1,2,2,6,1,5,8,7,2,2,2,2,2,1,2,2,5
392070159,2,3,1,1,2,-1,2,1,6,4,3,-1,2,1,3,2,2,2,2
392070160,2,1,1,1,2,8,4,7,6,9,2,8,1,3,3,1,7,2,8
392070161,1,1,1,1,1,5,1,5,5,5,1,5,1,1,1,1,1,1,5
392070162,1,10,10,10,10,3,1,5,5,8,1,8,1,2,1,1,1,1,8
392070163,2,1,1,1,1,8,1,4,10,10,3,3,1,1,1,1,3,1,10
392070164,1,1,1,1,1,5,5,5,10,10,5,10,1,1,1,1,10,1,5
392070165,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
392070166,2,2,1,2,1,-1,4,-1,-1,8,-1,-1,2,2,2,1,2,1,9
392070167,3,1,1,1,1,8,1,4,5,10,2,3,2,1,2,1,5,2,9
392070168,1,1,1,1,1,3,1,4,6,5,3,5,2,1,1,1,1,2,1
392070169,1,1,1,1,1,8,2,4,5,2,1,6,1,1,1,1,1,1,5
392070170,3,1,1,1,1,5,1,5,5,5,5,5,1,1,1,1,1,1,10
392070171,5,1,1,1,1,10,1,-1,9,10,-1,-1,1,1,2,1,-1,1,-1
392070172,3,2,1,1,2,5,2,4,5,6,2,5,2,1,2,1,2,1,4
392070173,1,1,1,1,1,10,1,10,10,10,1,5,1,1,1,1,10,1,5
392070174,1,1,1,1,1,10,1,-1,-1,-1,1,-1,1,1,1,1,1,1,10
392070175,5,9,1,2,2,8,1,5,5,5,1,5,1,1,5,1,2,1,5
392070176,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
392070177,1,1,1,1,1,7,6,6,8,10,6,10,1,1,1,1,3,1,5
392070178,1,1,1,1,1,5,1,5,10,5,1,3,1,1,1,1,1,1,10
392070179,1,1,1,3,4,4,4,5,5,6,4,7,2,2,3,1,5,1,7
392070180,1,1,1,1,1,5,5,5,5,5,1,5,1,1,1,1,5,1,5
392070181,1,2,1,2,1,6,2,5,6,7,5,7,7,8,9,9,6,1,8
392070182,2,1,1,1,1,5,1,2,5,5,1,5,1,1,1,1,1,1,9
392070183,1,1,1,1,2,5,2,6,5,3,1,1,3,1,1,1,2,2,4
392070184,2,2,1,1,1,9,3,3,8,8,7,8,1,1,1,1,3,3,7
392070185,1,1,1,1,1,8,1,5,5,5,1,10,1,1,1,1,1,1,5
392070186,1,1,1,1,1,9,1,6,7,9,2,8,1,1,1,1,5,1,3
392070187,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
392070188,3,1,1,1,1,5,1,3,5,6,2,6,1,1,1,1,1,1,5
392070189,1,1,1,1,1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1
392070190,1,1,1,1,1,1,1,3,4,5,1,1,1,1,1,1,1,1,4
392070191,2,1,1,1,2,8,2,3,5,9,1,7,2,1,1,3,2,1,5
392070192,1,1,1,1,1,10,1,9,9,10,1,8,1,1,1,1,2,3,3
392070193,2,2,1,2,1,5,5,5,5,5,5,5,1,1,1,1,5,2,5
392070194,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
392070195,1,1,1,1,1,5,1,5,5,1,1,5,1,1,1,1,1,1,10
392070196,1,1,1,1,1,9,1,8,8,9,1,-1,2,1,2,1,-1,1,-1
392070197,1,1,1,1,1,8,1,5,8,7,1,10,1,1,1,1,1,1,10
392070198,3,3,1,1,1,10,1,10,10,10,1,1,1,1,1,1,5,1,1
392070199,1,1,1,1,1,10,1,2,9,10,1,10,1,1,1,1,7,1,8
392070200,8,2,1,2,3,7,2,4,7,3,3,5,1,1,2,1,3,4,8
392070201,1,3,1,1,4,7,6,8,9,10,7,8,1,1,4,1,7,-1,9
392070202,10,1,1,1,1,5,1,5,8,5,1,5,1,1,1,10,5,5,5
392070203,5,1,1,1,1,5,1,5,5,5,1,10,1,1,1,1,1,1,3
392070204,1,1,1,1,1,10,1,9,9,9,4,10,1,1,1,1,4,1,10
392070205,3,1,1,1,1,3,1,10,10,5,5,10,1,1,1,1,5,3,10
392070206,2,1,1,1,2,3,1,2,3,1,3,3,1,2,1,1,1,1,3
392070207,1,1,1,1,1,10,1,5,5,10,1,5,1,1,1,1,5,1,9
392070208,1,1,1,1,1,10,1,5,10,10,5,10,1,1,1,1,1,1,10
392070209,-1,1,1,1,1,10,3,10,3,10,2,10,1,1,3,2,7,1,1
392070210,2,2,1,1,2,5,2,2,5,5,2,5,2,1,3,1,2,5,5
392070211,1,1,1,1,1,10,1,5,8,8,1,1,5,1,1,1,1,1,8
392070212,2,1,1,1,1,7,1,3,5,5,1,2,1,1,1,1,1,1,-1
392070213,1,1,1,1,1,-1,1,1,8,5,2,3,1,1,1,1,1,1,5
392070214,1,1,1,1,1,-1,1,1,-1,1,-1,1,1,1,1,1,1,1,-1
392070215,1,1,1,1,1,5,1,5,6,6,1,1,1,1,1,1,1,1,6
392070216,2,1,1,1,1,5,1,1,5,5,1,1,1,1,1,1,1,1,1
392070217,1,1,1,1,1,10,1,10,10,7,5,10,1,1,1,1,1,1,6
392070218,1,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
392070219,1,1,1,1,1,5,1,1,5,5,1,8,1,1,1,1,1,1,10
392070220,1,1,1,1,1,3,1,6,6,7,1,6,1,1,1,1,1,1,8
392070221,1,1,1,1,1,8,1,5,6,6,1,5,1,1,1,1,2,1,6
392070222,4,3,1,1,1,8,3,8,10,10,7,9,1,1,1,1,4,1,10
392070223,3,5,1,3,4,8,2,7,9,10,1,4,3,1,3,1,3,3,8
392070224,2,2,1,1,1,9,1,3,7,8,2,4,3,3,1,1,2,1,3
392070225,1,1,1,1,1,-1,1,-1,-1,-1,1,-1,1,1,1,1,-1,1,1
392070226,1,1,1,1,1,5,1,3,3,5,5,5,3,3,3,1,3,1,5
392070227,1,1,1,1,1,-1,9,6,3,8,7,9,1,1,2,1,6,2,10
392070228,1,1,1,1,1,4,1,1,4,6,1,6,1,1,1,1,1,1,6
392070229,8,1,1,1,1,10,1,5,5,5,2,8,1,1,1,1,2,1,8
392070230,1,1,1,1,1,5,1,5,7,5,1,6,1,1,1,1,1,1,3
392070231,1,1,1,1,1,-1,-1,5,8,1,7,10,1,1,1,1,1,1,10
392070232,1,1,1,1,1,5,1,3,5,3,1,1,1,1,1,1,1,1,-1
392070233,1,1,1,1,1,10,1,6,5,5,3,9,1,1,1,1,1,1,10
392070234,1,1,1,1,1,10,1,7,9,9,1,2,1,1,1,1,2,1,9
392070235,1,1,1,1,1,10,1,-1,-1,-1,1,-1,1,1,1,1,1,1,10
392070236,2,1,1,1,1,7,1,3,7,6,1,7,1,3,2,1,1,1,8
392070237,1,1,1,1,1,8,1,5,7,5,2,2,1,1,1,1,1,1,3
392070238,5,1,1,1,1,10,1,5,5,5,5,5,1,1,1,1,5,1,5
392070239,1,1,1,1,1,2,1,3,5,5,1,3,1,1,1,1,1,1,3
392070240,1,1,1,1,1,5,1,5,5,5,1,5,1,1,1,1,1,1,5
392070241,1,1,1,1,1,10,5,5,10,10,1,5,1,1,1,1,5,1,10
392070242,1,1,1,1,1,1,1,1,5,10,1,5,1,1,1,5,7,5,10
392070243,9,1,1,1,1,6,3,3,6,6,4,5,1,1,1,2,2,1,6
392070244,1,1,1,1,1,1,5,3,5,5,1,1,5,5,1,1,5,1,10
392070245,1,1,1,1,1,8,1,1,6,10,1,7,1,1,1,1,1,1,2
392070246,1,1,1,1,1,8,1,2,5,8,2,8,1,1,1,1,1,-1,8
392070247,1,1,1,1,1,10,1,3,10,8,3,10,1,1,1,1,4,1,10
392070248,2,1,1,1,1,10,5,4,5,10,6,5,1,1,1,1,5,1,2
392070249,1,1,1,2,2,5,1,3,8,6,5,8,1,1,1,1,1,1,7
392070250,1,1,1,1,1,1,1,10,8,5,1,5,2,1,1,1,1,1,10
392070251,3,2,1,1,1,10,1,6,6,8,1,6,1,1,1,1,2,2,6
392070252,1,1,1,1,1,5,1,1,10,10,10,10,1,1,1,1,1,1,10
392070253,1,1,1,3,4,9,8,7,10,10,5,9,1,1,3,1,9,1,1
392070254,3,1,1,1,1,-1,3,3,6,7,2,-1,2,2,2,1,3,2,-1
392070255,1,1,1,1,1,1,1,5,5,5,1,1,1,1,1,1,1,1,10
392070256,1,1,1,1,1,5,3,6,7,7,2,8,1,1,1,1,2,2,10
392070257,1,1,1,1,1,6,3,5,5,9,4,4,1,1,1,1,2,1,10
392070258,1,1,1,1,1,4,1,3,3,3,6,10,1,2,2,1,1,1,10
392070259,1,1,6,5,3,8,1,5,10,5,1,10,1,1,1,3,1,1,10
392070260,4,1,1,1,1,7,1,5,8,8,1,4,1,1,1,1,3,1,6
392070261,3,2,1,2,2,8,2,8,10,9,3,10,1,1,1,1,2,2,6
392070262,2,1,1,1,1,8,2,9,10,10,5,9,1,2,1,1,2,1,9
392070263,1,1,1,1,1,10,1,2,10,10,1,10,1,1,1,1,1,1,9
392070264,1,1,1,1,1,10,1,6,10,8,2,6,1,1,1,1,1,1,10
392070265,1,1,1,1,1,6,1,6,6,10,1,5,1,1,1,1,1,1,5
392070266,1,1,1,1,1,5,1,2,5,3,2,5,1,1,1,1,1,1,5
392070267,3,1,1,1,1,6,7,8,9,9,4,9,2,2,2,3,4,2,2
392070268,1,1,1,1,1,10,1,5,5,8,1,5,1,1,1,1,5,1,1
392070269,1,1,1,1,1,-1,-1,-1,-1,10,5,10,1,1,1,1,10,1,10
392070270,1,1,1,1,1,9,9,9,5,5,1,3,1,1,1,1,2,1,10
392070271,1,1,1,1,1,5,1,3,4,3,1,5,1,1,1,1,1,1,-1
392070272,1,1,1,1,1,4,1,9,-1,-1,1,7,1,1,1,1,1,1,10
392070273,1,1,1,1,1,10,1,5,5,1,5,10,1,1,1,1,1,1,10
392070274,1,1,1,1,1,5,1,1,10,10,1,5,1,1,1,1,1,1,5
392070275,1,1,1,1,1,5,1,1,6,5,1,6,1,1,1,1,1,1,6
392070276,2,1,1,1,2,10,2,9,10,8,6,7,1,1,1,3,8,4,8
392070277,1,1,1,1,1,7,5,6,7,8,1,7,1,1,1,1,5,1,10
392070278,2,1,1,2,1,7,1,5,7,5,1,5,1,2,1,1,1,1,7
392070279,2,1,1,1,2,3,1,5,6,7,3,5,1,1,1,1,2,2,3
392070280,1,1,1,1,1,9,1,3,10,10,2,5,1,1,2,1,2,1,9
392070281,1,1,1,1,1,8,1,5,6,6,6,6,1,1,1,1,1,1,5
392070282,1,1,1,1,1,1,1,1,1,1,1,9,1,9,1,1,1,1,1
392070283,1,1,1,1,1,10,3,10,9,9,2,10,1,1,1,1,3,1,-1
392070284,1,1,1,1,1,10,1,5,10,10,10,10,1,1,1,1,5,1,10
392070285,1,1,1,1,1,10,1,5,5,10,5,5,1,1,1,-1,2,2,9
392070286,1,1,1,1,1,10,1,5,10,5,1,10,1,1,1,1,5,1,10
392070287,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
392070288,1,1,1,1,1,3,1,1,5,3,1,10,1,1,1,1,1,1,10
392070289,1,1,1,1,1,10,1,8,8,8,5,9,1,1,1,1,1,1,7
392070290,1,1,1,1,1,8,8,10,10,10,8,10,1,1,1,5,10,-1,10
392070291,1,1,1,1,1,10,1,10,10,5,5,10,1,1,1,1,1,1,5
392070292,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,10
392070293,1,1,1,1,1,5,1,5,8,5,7,7,1,1,1,1,1,1,5
392070294,1,1,1,1,3,3,3,5,5,5,5,10,2,2,1,1,1,1,1
392070295,1,1,1,2,1,8,10,10,10,8,5,5,2,1,2,1,6,1,8
392070296,1,1,1,1,1,8,3,10,10,10,5,8,1,1,3,1,3,1,10
392070297,1,1,1,1,1,10,1,5,4,10,1,5,1,1,1,1,1,1,5
392070298,-2,1,1,4,1,5,2,8,7,8,5,10,1,1,1,1,3,3,3
392070299,3,3,1,1,1,2,3,4,3,3,2,4,2,2,2,1,3,3,3
392070300,1,1,1,1,1,10,1,5,9,9,2,3,1,1,1,1,5,1,4
392070301,1,1,1,1,1,6,1,1,1,3,1,8,1,1,1,1,1,1,10
392070302,1,1,1,1,1,6,1,6,8,5,5,9,1,1,1,1,1,1,10
392070303,7,1,1,1,1,-1,1,9,9,8,7,8,1,1,1,1,1,1,10
392070304,1,1,1,1,1,5,1,3,5,10,1,6,1,1,1,1,5,1,5
392070305,1,1,1,1,1,5,1,10,10,5,1,10,1,1,1,1,5,1,5
392070306,1,1,1,1,2,5,5,6,5,10,2,4,1,1,1,1,6,1,7
392070307,1,1,1,1,1,6,1,5,6,3,1,8,1,1,1,1,1,1,6
392070308,1,1,1,1,1,5,1,1,5,5,5,5,2,1,3,1,1,1,3
392070309,1,1,1,1,1,5,6,6,8,8,1,5,3,1,1,1,3,2,1
392070310,9,9,1,1,2,5,3,3,4,5,2,2,1,1,1,1,1,1,1
392070311,2,1,1,1,1,6,2,2,7,5,3,2,1,1,1,1,9,1,7
392070312,1,1,1,1,1,10,2,2,3,5,2,7,1,1,1,1,2,1,8
392070313,1,1,1,1,1,2,1,2,2,2,1,2,1,1,1,1,2,1,2
392070314,1,1,1,1,1,8,1,2,5,8,1,2,1,1,1,1,1,1,6
392070315,1,1,1,1,1,4,4,10,10,10,1,1,1,1,1,1,7,1,10
392070316,1,1,1,1,1,10,5,10,10,10,10,10,1,1,1,10,5,1,10
392070317,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10
392070318,2,1,1,1,1,10,1,5,7,9,4,4,1,1,1,1,4,1,7
392070319,10,1,1,1,1,10,1,10,10,10,3,7,2,2,1,1,3,1,10
392070320,-1,1,1,1,1,10,1,8,10,10,4,8,1,1,1,1,5,1,10
