D_INTERVIEW,Q224,Q225,Q226,Q227,Q228,Q229,Q230,Q231,Q232,Q233
458070001,4,4,4,4,4,4,4,4,4,4
458070002,2,3,2,3,2,1,2,2,2,2
458070003,3,4,1,1,3,3,1,3,2,2
458070004,2,2,2,2,2,2,2,2,2,2
458070005,2,3,3,3,2,2,3,3,2,2
458070006,1,2,1,1,1,2,1,2,1,2
458070007,3,3,3,3,3,3,3,3,3,3
458070008,1,3,3,3,3,3,3,3,3,3
458070009,1,4,4,4,1,1,4,4,4,1
458070010,2,3,3,3,3,3,3,3,3,3
458070011,2,2,1,3,3,2,2,2,2,2
458070012,2,2,2,2,3,2,1,2,2,2
458070013,2,2,2,2,2,2,3,3,3,3
458070014,2,3,2,3,2,2,3,4,2,1
458070015,2,2,3,3,3,2,3,3,3,2
458070016,3,3,3,1,3,3,3,3,3,3
458070017,2,3,2,2,3,2,2,3,2,2
458070018,1,1,1,2,2,4,2,3,1,1
458070019,1,2,3,3,3,1,3,3,1,1
458070020,2,3,3,3,2,2,3,3,2,3
458070021,1,3,2,3,2,2,3,2,2,2
458070022,3,2,1,1,4,3,1,2,4,1
458070023,2,3,1,1,3,1,2,3,2,2
458070024,3,3,1,2,2,3,2,3,3,2
458070025,1,3,3,3,1,1,3,3,3,3
458070026,3,2,1,1,3,3,1,3,3,2
458070027,4,3,2,4,4,3,4,4,4,4
458070028,2,2,2,2,2,2,2,2,2,2
458070029,1,3,3,3,3,3,3,3,3,3
458070030,4,2,2,1,3,3,2,1,1,1
458070031,2,2,2,1,2,2,1,2,2,2
458070032,2,2,2,2,2,2,2,2,2,2
458070033,1,2,3,1,3,2,1,2,3,3
458070034,2,2,2,2,2,2,2,2,2,2
458070035,2,2,2,2,2,2,2,2,2,2
458070036,4,3,4,1,2,3,3,2,3,2
458070037,2,2,2,2,2,2,2,2,2,2
458070038,3,3,3,3,3,3,3,3,3,3
458070039,2,2,2,2,2,2,2,2,2,2
458070040,3,3,2,3,3,3,3,3,3,3
458070041,3,3,2,3,2,3,3,3,3,2
458070042,3,3,2,2,2,2,2,3,2,2
458070043,2,3,2,2,2,2,2,2,2,2
